frame_016.png	Create a file or site Sources + Q Search a Attach files or connect apps RESEARCH — O Negation in inherited configs. The moment a config can extend a base or preset, someone needs to remove an extension the... CONFIGURATION FORMATS
frame_017.png	Create a file or site Sources + Q Search a Attach files or connect apps RESEARCH — O Negation in inherited configs. The moment a config can extend a base or preset, someone needs to remove an extension the... CONFIGURATION FORMATS © Use TOML as the d
frame_018.png	Create a file or site Sources + Q Search _ Attach files or connect apps RESEARCH O Negation in inherited configs. The moment a config can extend a base or preset, someone needs to remove an extension the... CONFIGURATION FORMATS = © Use TOML as the d
frame_019.png	It works everywhere.
frame_020.png	ChatGPT. Claude. Cursor. Chrome. Apps. Chats. Tabs. Everywhere.
frame_021.png	ChatGPT. Claude. Cursor. Chrome. Apps. Chats. Tabs. Everywhere.
frame_022.png	e Explicit environment access rather than arbitrary) a NDaAthe racanlhind ralatiin ta tha nanfiniiratian fila Claude Primarily machine-generated configuration ECvictina infractriictiirall!l arncvetam
frame_023.png	eee. Declarative configuration with plugin extensions v matcher, of a Conditional. 1hen youre babel going WOM .babeirc lO babei.coniig.js, OF ESLint's multi-year flat config migration. The hybrid — JSON with a JS escape hatch — is the worst outcome, 
frame_024.png	eee. Declarative configuration with plugin extensions v matcnhel, of a Conaitional. (hen youre Babel going WOM .babeirc lO babeli.coniig.js, OF ESLint's multi-year flat config migration. The hybrid — JSON with a JS escape hatch — is the worst outcome
frame_025.png	CONFIGURATION FORMATS aven't . . © Use TOML as the default declarative nd version), format, backed by a published schema s the jace. © keep the core configuration declarative even . if you later add an optional TypeScript escape r registry? a hatch u
frame_026.png	CONFIGURATION FORMATS © Use TOML as the default declarative 4 format, backed by a published schema tive confi g O keep the core configuration declarative even rt thread if you later add an optional TypeScript escape hatch 1 © Negation in inherited co
frame_027.png	CONFIGURATION FORMATS © Use TOML as the default declarative j format, backed by a published schema ive contig O keep the core configuration declarative even : rt thread if you later add an optional TypeScript escape hatch 1 O Negation in inherited co
frame_028.png	Write down the prompts already in your head, but not ready to send.
frame_029.png	Write down the prompts already in your head, but not ready to send.
frame_030.png	Fa da ie ans cet nen at AR MRSS ME rnc cna oe mat etucT aN Ori 1 acd Rt mn eT - O keep the core configuration declarative even if you later add an optional TypeScript escape hatch O Negation in inherited configs. The moment a config can extend a base
frame_031.png	pa ee eat ley sim al ome a ir ag ce a A Ra a cL a alt ara O keep the core configuration declarative even if you later add an optional TypeScript escape hatch O Negation in inherited configs. The moment a config can extend a base or preset, someone ne
frame_032.png	(keep the core configuration declarative even if you later add an optional TypeScript escape hatch O Negation in inherited configs. The moment a config can extend a base or preset, someone needs to remove an extension the... O Three things worth lock
frame_033.png	(keep the core configuration declarative even if you later add an optional TypeScript escape hatch O Negation in inherited configs. The moment a config can extend a base or preset, someone needs to remove an extension the... O Three things worth lock
frame_034.png	(keep the core configuration declarative even if you later add an optional TypeScript escape hatch O Negation in inherited configs. The moment a config can extend a base or preset, someone needs to remove an extension the... O Three things worth lock
frame_035.png	Send them to your chat with one shortcut...
frame_036.png	Send them to your chat with one shortcut...
frame_037.png	O Negation in inherited configs. The moment a config can extend a base or preset, someone needs to remove an extension the... ©, Three things worth locking down before it ships: O How should configuration migrations work? Ly ©, Should plugins own the
frame_038.png	O Negation in inherited configs. The moment a config can extend a base or preset, someone needs to remove an extension the... ©, Three things worth locking down before it ships: O How should configuration migrations work? © Should plugins ownkheir co
frame_039.png	O Negation in inherited configs. The moment a config can extend a base or preset, someone needs to remove an extension the... ©, Three things worth locking down before it ships: O How should configuration migrations work? © Should plugins own @® ay s
frame_040.png	O Negation in inherited configs. The moment a config can extend a base or preset, someone needs to remove an extension the... ©, Three things worth locking down before it ships: O How should configuration migrations work? © Should plugins OWN Copy eC
frame_041.png	O Negation in inherited configs. The moment ; a config can extend a base or preset, : someone needs to remove an extension the... ©, Three things worth locking down before it ships: @ Copied as List O Add a note or a prompt (development) \ )
frame_042.png	e Paths resolved relative to the configuration file. e Acommand that prints the fully resolved configuration. Choose something else when the audience changes: Situation Best choice Primarily hand-written, cross-language tool TOML Primarily machine-ge
frame_043.png	Primarily hand-written, cross-language tool TOML Primarily machine-generated configuration JSON Existing infrastructure/Cl ecosystem YAML JS/TS-only tool where computed configuration is essential TypeScript My strongest recommendation is to keep the 
frame_044.png	Merge Notes Local Files Sections No Tracking Markdown No Account Copy as List Free Updates Search Keyboard-First Custom Shortcuts Native Mac App
frame_045.png	Merge Notes Local Files Sections No Tracking Markdown No Account Copy as List Free Updates Search Keyboard-First Custom Shortcuts Native Mac App
frame_046.png	shadcn.com/copper
frame_047.png	shadcn.com/copper
